,SEXO,EDAD,CH07,CH15,NIVEL_ED,ESTADO,AM01,V1,V2,V3,IX_TOT,ESTRATO_HOGAR,IPCF
2409,2,64,2,2,2,1,1,1,1,2,10,3,1747.5
2410,1,63,2,2,3,3,1,1,1,2,10,3,1747.5
2411,2,78,2,1,2,3,1,2,1,2,2,2,1600.0
2412,1,81,2,1,2,3,1,2,1,2,2,2,1600.0
2413,2,76,4,1,2,3,2,1,1,2,3,3,8312.3330078125
2414,2,64,2,1,3,3,1,1,1,2,3,3,2433.333251953125
2415,2,77,4,1,1,3,2,2,1,2,1,1,0.0
2416,2,75,2,1,1,3,2,2,1,2,2,2,1600.0
2417,1,79,2,3,1,3,2,2,1,2,2,2,1600.0
2418,1,81,4,1,6,3,2,2,1,2,1,1,13900.0
2419,2,69,3,1,2,3,2,2,1,2,1,1,1600.0
2420,1,61,1,2,2,3,1,1,1,2,6,3,413.3333435058594
2421,2,71,1,1,1,3,1,1,1,2,6,3,413.3333435058594
2422,1,77,2,5,2,3,1,2,1,2,2,2,2480.0
2423,2,72,4,3,4,3,2,1,1,2,6,3,1227.6666259765625
2424,2,71,2,3,2,3,1,2,1,2,2,2,2480.0
2425,1,87,4,2,3,3,2,1,1,2,2,3,6750.0
2426,2,61,3,2,6,1,1,1,2,2,1,1,21000.0
2427,1,84,4,1,6,3,2,2,1,2,1,1,1600.0
2428,2,75,2,2,1,3,1,2,1,2,2,2,2000.0
2429,2,83,2,1,1,3,2,2,1,2,2,2,1650.0
2430,1,86,2,1,1,3,1,2,1,2,2,2,1650.0
2431,1,81,4,3,5,3,1,2,1,2,1,1,7000.0
2432,1,75,4,1,7,3,1,2,1,2,1,1,2400.0
2433,2,72,4,2,2,3,2,2,1,2,1,1,3000.0
2434,2,64,4,3,6,3,1,2,1,2,1,1,4800.0
2435,1,65,3,1,4,1,2,1,2,2,1,1,13500.0
2436,2,63,3,1,2,3,1,1,1,2,5,3,1896.0
2437,1,60,2,2,6,1,2,1,1,2,3,3,4233.33349609375
2438,2,68,5,2,3,3,1,1,1,2,2,3,4600.0
2439,2,64,1,2,2,3,1,1,1,2,6,3,2775.0
2440,1,77,2,2,4,3,1,2,1,2,2,2,2600.0
2441,2,74,2,1,4,3,2,2,1,2,2,2,2600.0
2442,2,87,4,1,1,3,2,2,1,2,2,2,1600.0
2443,2,89,4,1,1,3,2,2,1,2,2,2,1600.0
2444,2,65,4,1,2,3,1,2,1,2,1,1,1800.0
2445,2,71,4,2,1,3,1,2,1,2,1,1,0.0
2446,1,82,5,1,1,3,1,2,1,2,1,1,2550.0
2447,2,61,2,2,1,3,2,1,1,2,4,3,4050.0
2448,1,69,3,3,2,3,1,2,1,2,1,1,6500.0
2449,1,67,4,1,2,1,1,1,1,2,10,3,1560.0
2450,2,89,5,2,1,3,2,1,1,2,2,2,2357.0
2451,1,86,2,2,1,3,2,1,1,2,4,3,1064.0
2452,1,66,3,2,3,3,1,1,1,2,2,3,1775.0
2453,2,71,4,1,3,3,1,2,1,2,1,1,3500.0
2454,2,64,1,1,1,3,2,2,1,2,2,3,800.0
2455,2,60,1,1,3,3,1,1,2,2,3,3,1566.6666259765625
2456,1,77,4,1,2,1,1,1,1,2,2,3,3125.0
2457,2,60,2,1,2,3,2,2,1,2,2,2,1150.0
2458,2,77,4,2,2,3,1,2,1,2,1,1,1600.0
2459,1,66,2,1,2,3,2,2,1,2,2,2,1150.0
2460,1,68,1,2,6,3,2,2,1,2,2,2,14000.0
2461,2,63,1,1,4,3,2,2,1,2,2,2,14000.0
2462,2,78,4,1,2,3,2,2,1,2,1,1,5380.0
2463,2,69,2,1,2,3,1,2,1,2,2,2,3120.0
2464,1,73,2,1,1,3,2,2,1,2,2,2,3120.0
2465,1,79,2,2,1,3,1,1,1,2,5,3,1136.0
2466,2,76,2,2,2,3,1,1,1,2,5,3,1136.0
2467,2,72,2,3,2,3,2,1,1,2,5,3,1116.0
2468,2,67,4,1,1,3,1,1,1,2,3,3,1133.3333740234375
2469,1,69,2,2,3,1,2,1,1,2,5,3,1116.0
2470,2,69,2,4,1,3,1,2,1,2,2,2,1800.0
2471,1,69,2,4,7,3,2,2,1,2,2,2,1800.0
2472,1,63,3,3,7,3,2,1,2,2,5,3,310.0
2473,1,62,1,1,6,1,2,1,2,2,2,3,750.0
2474,2,70,4,1,2,3,1,2,1,2,1,1,1800.0
2475,1,65,2,2,2,1,1,1,2,2,2,3,3250.0
2476,1,60,2,1,2,1,1,1,2,2,2,3,1500.0
2477,2,76,4,1,2,3,1,2,1,2,1,1,3500.0
2478,2,64,4,1,1,1,2,2,1,2,5,3,668.0
2479,2,79,4,1,2,3,2,2,1,2,1,1,1900.0
2480,2,77,4,1,1,3,2,2,1,2,2,3,2900.0
2481,2,87,4,1,1,3,1,2,1,2,1,1,1600.0
2482,1,73,1,3,1,3,1,2,1,2,2,2,1600.0
2483,2,68,1,2,1,3,1,2,1,2,2,2,1600.0
2484,2,65,2,1,4,3,2,1,1,2,6,3,2566.666748046875
2485,2,80,4,2,1,3,1,2,1,2,1,1,1600.0
2486,1,64,2,2,5,1,1,1,1,2,4,3,650.0
2487,2,69,2,1,5,3,2,2,1,2,2,2,3300.0
2488,1,70,2,3,6,3,1,2,1,2,2,2,3300.0
2489,1,87,2,2,1,3,1,2,1,2,4,3,1382.75
2490,2,78,2,1,1,3,2,2,1,2,4,3,1382.75
2491,2,78,4,2,6,3,1,2,1,2,1,1,9000.0
2492,2,71,4,2,3,3,2,1,1,2,6,3,1200.0
2493,1,62,2,1,2,2,1,1,2,2,4,3,2262.5
2494,2,63,2,1,3,1,2,1,1,2,3,3,2333.333251953125
2495,1,71,4,2,1,3,2,2,2,2,6,3,66.66666412353516
2496,1,68,2,3,2,1,1,1,1,2,3,3,3833.333251953125
2497,2,70,2,3,1,3,1,1,1,2,3,3,3833.333251953125
2498,1,61,4,1,1,1,2,1,2,2,6,3,700.0
2499,2,73,4,1,6,3,1,2,1,2,1,1,2800.0
2500,1,61,5,3,3,1,1,1,2,2,1,1,3000.0
2501,2,63,4,2,2,3,1,2,1,2,2,3,825.0
2502,2,62,4,2,2,3,1,2,1,2,1,1,1600.0
2503,1,80,4,1,2,3,1,1,1,2,4,3,1900.0
2504,2,70,2,3,2,3,2,2,1,2,2,2,2350.0
2505,1,76,2,1,2,3,2,2,1,2,2,2,2350.0
2506,2,65,3,1,2,1,2,1,1,2,4,3,1905.0
2507,2,66,2,1,2,3,1,2,1,2,2,2,3275.0
2508,2,63,3,1,3,3,1,1,1,2,7,3,700.0
2509,1,74,2,1,3,1,1,2,1,2,2,2,3275.0
2510,1,65,3,1,1,1,2,1,2,2,1,1,600.0
2511,1,74,2,1,2,3,2,2,1,2,2,2,1600.0
2512,1,75,2,2,2,3,2,2,1,2,2,2,1500.0
2513,1,70,1,2,2,1,2,1,1,2,2,3,3550.0
2514,2,87,2,1,1,3,2,2,1,2,2,2,1500.0
2515,2,72,2,1,2,3,2,2,1,2,2,2,1600.0
2516,2,62,5,1,2,3,1,2,1,2,2,2,1900.0
2517,1,66,5,1,2,3,2,2,1,2,2,2,1900.0
2518,1,79,4,1,2,3,1,2,1,2,1,1,3880.0
2519,2,62,3,2,3,1,1,1,2,2,2,3,2100.0
2520,2,60,3,1,2,3,1,2,1,2,1,1,2400.0
2521,2,60,2,2,6,1,2,2,2,2,2,2,4850.0
2522,1,61,2,2,6,1,1,2,2,2,2,2,4850.0
2523,2,71,2,1,2,3,1,1,1,2,2,2,3747.0
2524,1,73,2,2,2,1,2,1,1,2,2,2,3747.0
2525,2,83,4,4,1,3,2,1,1,2,2,3,2200.0
2526,2,67,4,1,2,3,2,1,1,2,8,3,1250.0
2527,2,74,4,1,2,3,2,1,1,2,1,1,1600.0
2528,2,71,5,2,4,3,2,2,1,2,1,1,3000.0
2529,1,66,3,2,4,3,2,2,1,2,2,2,8800.0
2530,2,66,1,1,5,3,2,2,1,2,2,2,2400.0
2531,2,63,4,2,3,1,1,1,1,2,1,1,2790.0
2532,2,83,4,2,2,3,1,2,1,2,2,2,8800.0
2533,1,76,1,1,2,3,2,2,1,2,2,2,2400.0
2534,1,74,2,2,4,3,1,1,1,2,3,3,2800.0
2535,2,64,2,2,6,3,1,1,1,2,3,3,2800.0
2536,1,62,4,1,2,3,1,2,1,2,1,1,2100.0
2537,1,68,2,1,2,3,1,2,1,2,2,2,10925.0
2538,2,62,2,1,6,3,2,2,1,2,2,2,10925.0
2539,1,65,2,1,4,1,1,1,1,2,6,3,2566.666748046875
2540,2,63,5,1,3,3,1,2,1,2,2,3,700.0
2541,1,78,2,1,7,3,2,1,1,2,3,3,4333.33349609375
2542,2,70,2,1,7,3,1,1,1,2,3,3,4333.33349609375
2543,1,67,2,2,2,3,1,2,1,2,2,2,2400.0
2544,2,63,1,3,6,3,2,1,1,2,2,2,5900.0
2545,2,68,5,1,1,3,2,2,1,2,1,1,1300.0
2546,1,67,1,1,6,1,2,1,1,2,2,2,5900.0
2547,1,86,4,2,1,3,1,1,1,2,2,3,3000.0
2548,2,78,4,3,2,3,1,2,1,2,1,1,1800.0
2549,2,78,5,1,2,3,2,2,1,2,1,1,2472.0
2550,2,75,4,1,1,3,1,2,1,2,2,3,2900.0
2551,2,72,2,3,2,3,1,1,1,2,6,3,1833.3333740234373
2552,1,73,2,3,4,3,1,1,1,2,6,3,1833.3333740234373
2553,1,61,1,2,1,1,1,1,2,2,5,3,240.0
2554,2,61,2,2,4,1,1,1,2,2,2,2,2000.0
2555,1,72,1,1,2,3,2,2,1,2,2,2,2600.0
2556,1,62,2,3,7,1,1,1,1,2,3,3,1566.6666259765625
2557,1,73,2,1,2,3,1,2,1,2,2,2,3100.0
2558,2,67,4,2,1,3,1,2,1,2,2,3,1700.0
2559,2,66,2,1,1,3,1,2,1,2,2,2,3100.0
2560,2,78,2,2,1,3,1,2,1,2,2,2,3100.0
2561,1,85,2,1,1,3,1,2,1,2,2,2,3100.0
2562,2,73,2,3,2,3,2,1,1,2,4,3,1817.5
2563,2,66,4,2,2,3,1,2,1,2,1,1,1600.0
2564,1,70,2,1,2,3,1,1,1,2,4,3,1817.5
2565,2,72,3,2,6,3,1,2,1,2,1,1,4000.0
2566,2,75,4,2,7,3,1,1,1,2,5,3,850.7999877929688
2567,2,79,4,2,7,3,2,2,1,2,1,1,3000.0
2568,2,64,5,1,4,1,1,1,1,2,1,1,3850.0
2569,1,64,1,1,2,1,2,1,2,2,3,3,666.6666870117188
2570,1,91,4,2,2,3,1,2,1,2,1,1,1500.0
2571,1,66,2,3,2,3,1,2,1,2,2,3,600.0
2572,2,82,4,2,1,3,1,2,1,2,1,1,2000.0
2573,1,70,4,2,2,3,1,1,1,2,2,3,2550.0
2574,2,74,4,1,2,3,2,2,1,2,1,1,1800.0
2575,2,89,4,4,2,3,1,1,2,2,3,3,2683.333251953125
2576,1,60,2,1,6,1,2,1,2,2,3,3,2683.333251953125
2577,1,64,5,3,1,1,2,1,2,2,1,1,2000.0
2578,1,66,2,1,2,3,1,1,1,2,6,3,1666.6666259765625
2579,2,88,4,2,1,3,1,2,1,2,1,1,3330.0
2580,1,76,2,1,1,3,1,1,1,2,3,3,900.0
2581,2,63,2,1,1,3,1,1,1,2,3,3,900.0
2582,2,66,4,1,2,1,1,1,1,2,2,3,5862.5
2583,2,84,4,2,1,3,1,2,1,2,1,1,1600.0
2584,1,69,4,2,2,3,1,2,1,2,1,1,1600.0
2585,2,69,4,2,1,1,2,1,1,2,1,1,2700.0
2586,2,77,4,1,7,3,1,2,1,2,1,1,800.0
2587,2,62,4,1,4,3,1,1,1,2,2,3,2950.0
2588,2,65,3,1,2,3,2,1,1,2,2,3,1208.5
2589,2,76,4,3,2,3,1,2,1,2,1,1,3800.0
2590,2,91,4,3,2,3,1,2,1,2,1,1,3600.0
2591,2,77,4,2,1,3,2,2,1,2,3,3,1073.3333740234377
2592,2,76,4,2,1,3,1,1,1,2,6,3,1100.0
2593,2,69,4,1,7,3,1,1,1,2,2,3,900.0
2594,2,90,4,2,2,3,1,2,1,2,1,1,1200.0
2595,2,66,2,1,6,3,1,2,1,2,2,2,4500.0
2596,2,63,2,2,2,3,2,2,1,2,2,2,4500.0
2597,1,80,2,5,2,3,2,2,1,2,2,2,1700.0
2598,2,71,2,5,2,3,2,2,1,2,2,2,1700.0
2599,1,70,2,2,2,3,1,2,1,2,2,2,4500.0
2600,2,60,4,2,5,3,1,2,1,2,1,1,4000.0
2601,1,62,2,1,7,3,1,1,1,2,5,3,268.0
2602,2,75,4,3,6,1,2,1,1,2,1,1,16050.0
2603,2,88,2,3,2,3,2,2,1,2,2,2,2325.0
2604,1,74,2,1,2,3,2,2,1,2,2,2,2325.0
2605,1,60,3,1,2,3,1,2,1,2,1,1,6300.0
2606,2,73,4,2,1,3,1,2,1,2,1,1,3750.0
2607,1,62,2,1,2,1,1,1,2,2,2,2,2000.0
2608,2,72,1,3,2,3,2,2,1,2,2,2,2600.0
2609,1,60,2,1,3,1,1,1,2,2,5,3,2100.0
2610,1,69,5,1,1,3,1,2,1,2,3,3,2150.0
2611,2,68,1,1,1,3,2,2,1,2,3,3,2150.0
2612,2,65,4,1,6,1,1,1,1,2,1,1,12100.0
2613,1,63,2,1,4,1,2,1,2,2,3,3,1666.6666259765625
2614,2,62,2,1,2,3,1,1,2,2,3,3,1666.6666259765625
2615,1,88,2,2,2,3,1,2,1,2,2,2,1600.0
2616,1,64,2,3,6,3,1,1,1,2,4,3,3900.0
2617,2,82,4,1,1,3,2,1,1,2,4,3,5375.0
2618,2,74,2,1,2,3,1,2,1,2,2,2,1600.0
2619,2,61,2,2,6,3,1,1,1,2,4,3,3900.0
2620,1,64,5,3,6,1,2,1,1,2,4,3,1787.5
2621,2,65,4,3,6,1,1,1,1,2,4,3,1787.5
2622,2,82,4,1,1,3,2,1,1,2,3,3,1666.6666259765625
2623,2,60,2,2,2,3,1,2,1,2,2,2,800.0
2624,2,77,4,1,2,3,2,1,1,2,4,3,1625.0
2625,1,67,2,1,2,1,1,1,1,2,2,2,4100.0
2626,2,64,2,1,2,1,1,1,1,2,2,2,4100.0
2627,2,84,4,2,1,3,2,1,1,2,2,3,2749.5
2628,2,83,4,5,1,3,2,2,1,2,1,1,2400.0
2629,1,60,2,1,5,1,1,1,1,2,7,3,1702.857177734375
2630,2,70,2,1,3,3,2,1,1,2,2,2,3200.0
2631,2,77,2,2,1,3,1,2,1,2,3,3,1333.3333740234375
2632,1,75,2,2,1,3,2,2,1,2,3,3,1333.3333740234375
2633,2,86,4,1,7,3,2,1,1,2,3,3,2966.666748046875
2634,1,81,2,3,1,3,1,2,1,2,2,2,1680.0
2635,2,80,2,3,1,3,2,2,1,2,2,2,1680.0
2636,1,63,2,2,6,1,2,1,1,2,6,3,3425.0
2637,2,77,4,3,2,3,1,1,1,2,6,3,3425.0
2638,2,67,2,1,1,3,1,2,1,2,3,3,2000.0
2639,1,75,2,1,1,3,1,2,1,2,3,3,2000.0
2640,1,70,4,1,2,1,2,1,1,2,1,1,3750.0
2641,2,70,4,2,7,3,2,1,1,2,3,3,466.6666564941406
2642,1,71,2,1,6,3,2,1,1,2,5,3,1444.0
2643,1,77,4,2,7,3,1,2,1,2,1,1,1400.0
2644,2,63,5,2,2,3,2,1,1,2,5,3,1800.0
2645,1,80,4,2,2,3,1,1,1,2,2,3,1486.0
2646,2,68,5,1,2,1,1,1,2,2,1,1,3000.0
2647,2,73,4,2,2,3,1,2,1,2,1,1,1900.0
2648,2,85,5,1,4,3,1,2,1,2,1,1,1800.0
2649,2,78,2,1,1,3,1,2,1,2,2,2,1600.0
2650,1,83,2,4,4,3,1,2,1,2,2,2,1600.0
2651,2,92,4,1,7,3,2,1,1,2,2,2,5942.5
2652,1,66,5,1,1,1,2,1,1,2,2,2,5942.5
2653,2,86,4,3,1,3,2,1,2,2,1,1,0.0
2654,2,71,4,2,2,3,2,2,1,2,1,1,2000.0
2655,1,63,2,2,3,1,2,1,1,2,2,2,4225.0
2656,2,90,4,3,7,3,1,2,1,2,1,1,2400.0
2657,2,60,2,2,2,3,2,1,1,2,2,2,4225.0
2658,1,71,1,1,1,3,2,1,1,2,5,3,1246.0
2659,2,69,1,1,1,3,2,1,1,2,5,3,1246.0
2660,2,67,2,1,1,1,2,1,1,2,4,3,1337.5
2661,2,72,2,2,2,3,2,2,1,2,2,2,1500.0
2662,1,78,2,2,2,3,2,2,1,2,2,2,1500.0
2663,1,78,2,2,2,3,2,2,1,2,2,2,1600.0
2664,2,65,2,5,2,3,2,2,1,2,2,2,1600.0
2665,1,82,2,1,2,3,1,2,1,2,2,2,1400.0
2666,2,76,2,1,1,3,1,2,1,2,2,2,1400.0
2667,1,68,2,1,1,3,1,1,1,2,3,3,1133.3333740234375
2668,2,63,2,2,2,3,1,1,1,2,3,3,1133.3333740234375
2669,1,67,4,1,4,1,1,1,1,2,2,3,4255.0
2670,1,63,2,2,2,1,2,1,2,2,3,3,1833.3333740234373
2671,2,78,4,2,2,3,1,1,1,2,2,3,1250.0
2672,2,79,4,2,6,3,1,2,1,2,1,1,1600.0
2673,2,64,1,1,2,3,1,1,1,2,3,3,1566.6666259765625
2674,1,67,1,1,2,3,1,1,1,2,3,3,1566.6666259765625
2675,1,70,2,1,2,3,1,1,1,2,3,3,1633.3333740234375
2676,1,67,2,1,2,1,1,1,1,2,3,3,5650.0
2677,2,66,2,1,2,1,2,1,1,2,3,3,5650.0
2678,2,68,2,1,2,3,1,2,1,2,2,2,2850.0
2679,2,73,4,1,2,3,1,2,1,2,1,1,600.0
2680,1,68,2,2,1,3,2,2,1,2,2,2,800.0
2681,2,61,5,2,1,3,1,1,1,2,5,3,922.0
2682,2,71,4,1,2,3,2,2,1,2,1,1,1600.0
2683,2,85,2,1,1,3,1,2,1,2,2,2,2400.0
2684,2,68,2,1,2,3,2,1,1,2,4,3,2550.0
2685,1,83,2,5,1,3,1,2,1,2,2,2,2400.0
2686,1,80,2,1,2,3,1,1,1,2,4,3,2550.0
2687,2,66,5,3,2,1,2,1,1,2,1,1,2900.0
2688,2,76,4,2,2,3,1,2,1,2,1,1,5700.0
2689,2,87,4,1,1,3,1,2,1,2,1,1,2620.0
2690,2,79,2,1,1,3,1,2,1,2,2,2,2350.0
2691,2,69,4,1,2,3,1,1,1,2,5,3,1020.0
2692,1,83,2,1,1,3,1,2,1,2,2,2,2350.0
2693,2,72,4,1,1,3,2,2,1,2,1,1,3200.0
2694,2,83,2,1,2,3,2,1,1,2,5,3,1100.0
2695,1,72,1,1,3,3,2,1,1,2,2,2,1871.0
2696,1,73,3,2,4,3,1,2,1,2,1,1,1400.0
2697,2,65,2,4,6,1,2,1,1,2,2,2,3100.0
2698,1,75,4,1,2,3,1,2,1,2,1,1,3000.0
2699,1,68,2,5,2,3,1,1,1,2,2,2,3100.0
2700,1,70,5,3,3,3,2,2,1,2,1,1,2280.0
2701,2,78,4,2,7,3,1,1,1,2,2,3,1375.0
2702,2,83,3,2,1,3,1,1,1,2,2,3,1800.0
2703,2,64,2,2,1,3,2,1,1,2,2,2,1650.0
2704,2,67,2,4,6,3,1,2,1,2,2,2,3300.0
2705,1,70,2,2,6,3,1,2,1,2,2,2,3300.0
2706,1,69,2,2,1,1,2,1,1,2,2,2,1650.0
2707,2,64,2,2,4,3,1,1,2,2,3,3,2500.0
2708,2,71,4,2,2,3,1,2,1,2,1,1,1900.0
2709,1,66,2,2,2,3,1,2,1,2,3,3,1850.0
2710,2,89,4,3,2,3,2,2,1,2,1,1,2000.0
2711,2,72,4,1,2,3,1,2,1,2,1,1,1600.0
2712,2,79,2,1,3,3,1,1,1,2,4,3,2350.0
2713,2,79,4,2,4,3,1,1,1,2,4,3,1650.0
2714,1,73,2,2,1,1,1,1,1,2,4,3,1337.5
2715,2,60,4,1,3,1,2,1,2,2,3,3,3873.333251953125
2716,2,60,3,1,4,1,1,1,1,2,5,3,1186.0
2717,1,69,2,1,4,3,1,1,1,2,4,3,2375.0
2718,2,61,2,1,1,3,2,1,1,2,4,3,2375.0
2719,2,64,4,2,2,3,1,1,1,2,3,3,600.3333129882812
2720,2,80,4,1,4,3,1,2,1,2,1,1,10600.0
2721,1,67,2,1,1,3,1,2,1,2,2,2,2460.0
2722,2,66,2,2,2,3,1,2,1,2,2,2,2460.0
2723,1,65,5,1,7,1,2,2,1,2,2,2,1750.0
2724,1,77,3,1,2,3,1,2,1,2,2,2,1750.0
2725,1,61,1,1,1,1,2,1,2,2,5,3,1375.0
2726,2,60,1,1,4,1,2,1,2,2,5,3,1375.0
2727,2,62,2,3,5,3,2,2,1,2,3,2,5266.66650390625
2728,2,85,4,3,2,3,1,2,1,2,3,2,5266.66650390625
2729,1,71,2,3,2,3,1,2,1,2,3,2,5266.66650390625
2730,1,69,2,1,2,3,1,2,1,2,2,2,2850.0
2731,1,73,1,1,2,3,1,2,1,2,2,2,1525.0
2732,2,71,1,1,2,3,1,2,1,2,2,2,1525.0
2733,2,76,4,1,2,3,1,1,1,2,3,3,1033.3333740234377
2734,2,61,3,1,4,1,2,1,2,2,6,3,416.6666564941406
2735,2,72,4,3,1,3,1,2,1,2,1,1,1600.0
2736,2,61,4,1,1,1,1,1,1,2,1,1,4400.0
2737,1,77,2,1,2,3,1,2,1,2,3,3,1100.0
2738,1,60,2,1,2,1,2,1,2,2,2,2,750.0
2739,2,68,2,2,2,3,1,2,1,2,3,3,1100.0
2740,2,60,2,2,2,3,2,1,2,2,2,2,750.0
2741,2,67,4,2,1,3,1,1,1,2,5,3,665.0
2742,2,75,4,1,4,3,1,2,1,2,1,1,4500.0
2743,1,72,2,2,2,3,2,1,1,2,2,3,1950.0
2744,2,60,2,1,4,3,2,2,1,2,2,2,3500.0
2745,1,65,2,1,3,3,2,2,1,2,2,2,3500.0
2746,1,74,1,1,5,3,2,2,1,2,2,3,1500.0
2747,2,63,1,2,3,1,2,1,1,2,2,2,1871.0
2748,2,74,4,2,1,3,2,2,1,2,4,3,1500.0
2749,2,78,4,1,6,3,2,2,1,2,1,1,1800.0
2750,1,73,5,1,2,3,2,2,1,2,2,2,1500.0
2751,2,74,4,1,1,3,1,2,1,2,2,3,850.0
2752,1,75,2,3,2,3,1,2,1,2,2,2,2025.0
2753,2,76,2,3,2,3,1,2,1,2,2,2,2025.0
2754,2,83,4,1,6,3,2,2,1,2,1,1,7800.0
2755,2,79,4,1,1,3,1,1,2,2,3,3,715.0
2756,1,80,2,3,3,3,1,1,1,2,2,2,2500.0
2757,2,69,2,3,2,1,1,1,1,2,2,2,2500.0
2758,1,67,1,1,2,1,2,1,2,2,3,3,566.6666870117188
2759,2,86,4,1,2,3,1,2,1,2,1,1,2900.0
2760,2,74,4,1,2,3,1,1,1,2,4,3,1325.0
2761,2,63,3,3,3,3,2,1,1,2,2,3,1800.0
2762,2,74,4,3,6,3,2,2,1,2,2,3,2000.0
2763,2,88,4,1,1,3,1,1,1,2,2,3,1975.0
2764,2,71,5,1,6,3,2,1,1,2,4,3,2110.0
2765,1,81,2,1,1,3,2,1,1,2,4,3,2350.0
2766,2,80,4,1,2,3,1,2,1,2,1,1,1600.0
2767,2,82,4,3,1,3,1,2,1,2,1,1,2500.0
2768,2,83,4,1,1,3,1,2,1,2,1,1,1680.0
2769,2,67,5,1,2,3,1,2,1,2,1,1,1700.0
2770,2,83,4,1,7,3,1,2,1,2,1,1,2900.0
2771,2,85,4,2,1,3,1,2,1,2,1,1,2200.0
2772,1,80,2,2,3,3,2,2,1,2,2,2,6000.0
2773,2,80,4,1,2,3,2,2,1,2,1,1,2900.0
2774,2,81,2,3,4,3,1,2,1,2,2,2,6000.0
2775,2,84,4,1,2,3,2,1,1,2,3,3,2150.0
2776,2,85,2,1,1,3,2,1,1,2,3,3,4000.0
2777,1,65,4,1,1,1,2,1,2,2,1,1,600.0
2778,1,65,2,3,4,1,2,1,2,2,2,3,2750.0
2779,1,81,4,1,2,3,2,1,1,2,2,3,3875.0
2780,2,69,4,2,1,3,1,2,1,2,1,1,1600.0
2781,2,70,2,1,1,3,1,2,1,2,3,3,1000.0
2782,1,69,2,1,2,3,2,2,1,2,3,3,1000.0
2783,2,60,4,3,4,3,2,1,1,2,3,3,1366.6666259765625
2784,2,73,2,1,4,3,1,2,1,2,2,2,2445.0
2785,1,75,2,3,2,3,2,2,1,2,2,2,2445.0
2786,2,66,2,2,4,1,2,1,1,2,2,2,4668.5
2787,1,67,2,1,4,1,2,1,1,2,2,2,4668.5
2788,2,71,4,1,2,3,1,1,1,2,5,3,380.0
2789,2,77,4,3,6,3,2,2,1,2,1,1,2300.0
2790,1,62,3,1,3,1,2,1,2,2,1,1,6550.0
2791,2,72,2,3,5,3,2,2,1,2,2,3,2700.0
2792,2,69,2,2,4,1,1,1,1,2,2,2,2890.0
2793,1,73,2,2,2,3,2,1,1,2,2,2,2890.0
2794,1,64,3,1,2,1,1,1,2,2,1,1,9000.0
2795,1,69,2,3,3,3,1,1,1,2,4,3,725.0
2796,1,85,3,2,2,3,1,1,1,2,6,3,3566.666748046875
2797,2,67,2,3,3,3,1,1,1,2,4,3,725.0
2798,2,73,2,1,6,3,2,1,1,2,3,3,5166.66650390625
2799,1,70,2,1,2,1,2,1,1,2,3,3,5166.66650390625
2800,1,67,2,1,2,1,2,1,1,2,2,2,2650.0
2801,2,61,4,1,4,3,1,2,1,2,3,3,2866.666748046875
2802,1,69,4,2,1,3,2,2,1,2,1,1,1620.0
2803,2,64,4,1,6,3,2,1,1,2,8,3,565.0
2804,2,92,4,1,2,3,1,2,1,2,1,1,1600.0
2805,2,70,4,3,2,1,1,1,1,2,4,3,800.0
2806,2,80,4,4,1,3,2,2,1,2,1,1,1600.0
2807,2,79,2,2,1,3,1,2,1,2,2,2,1680.0
2808,1,84,2,2,2,3,1,2,1,2,2,2,1680.0
2809,2,64,3,1,2,1,1,1,1,2,3,3,1066.6666259765623
2810,2,62,2,5,6,1,1,1,2,2,4,3,2625.0
2811,2,61,2,3,2,3,1,1,2,2,2,2,1000.0
2812,1,78,1,2,2,3,1,1,2,2,3,3,0.0
2813,2,81,4,2,2,3,1,2,1,2,1,1,1800.0
2814,2,60,4,1,7,1,1,1,2,2,4,3,1625.0
2815,2,62,2,1,6,3,1,1,2,2,4,3,3312.5
2816,1,63,3,1,1,1,2,2,2,2,2,3,1800.0
2817,2,70,3,1,2,3,2,2,1,2,1,1,0.0
2818,2,62,5,2,3,3,1,2,1,2,1,1,2330.0
2819,2,87,5,1,7,3,1,2,1,2,2,3,900.0
2820,2,81,4,1,1,3,2,1,1,2,4,3,2175.0
2821,2,60,4,1,2,1,2,1,1,2,4,3,2175.0
2822,2,65,2,1,2,3,1,1,1,2,3,3,1700.0
2823,2,80,4,1,7,3,2,1,1,2,2,3,1470.0
2824,2,73,3,1,2,3,1,1,1,2,5,3,1560.0
2825,2,80,4,2,1,3,1,2,1,2,1,1,2600.0
2826,2,75,2,1,6,3,1,2,1,2,2,2,4850.0
2827,2,67,2,2,2,3,1,2,1,2,2,2,2300.0
2828,1,73,2,1,2,3,2,2,1,2,2,2,2300.0
2829,1,78,2,1,6,3,1,2,1,2,2,2,4850.0
2830,2,72,4,3,7,3,1,1,2,2,2,3,2500.0
2831,1,85,2,1,6,3,1,2,1,2,2,2,1900.0
2832,2,84,2,2,6,3,1,2,1,2,2,2,1900.0
2833,2,70,3,3,5,3,1,2,1,2,1,1,3750.0
2834,2,75,5,1,2,3,1,2,1,2,1,1,2400.0
2835,2,80,4,1,1,3,1,2,1,2,1,1,3000.0
2836,1,69,2,1,2,3,1,2,1,2,2,2,1600.0
2837,1,77,3,1,1,3,1,1,1,1,8,3,3350.0
2838,2,68,2,1,1,3,1,2,1,2,2,2,1600.0
